"","X","w1.date","treat","sex","age","educ","cauc","hisp","black","midEast","pacIsl","natAm","SAsian","EAsian","SEAsian","party","pDem","state","passCheck","videoContent","w1.totalQuestionnaireMin","w1.finishedQuestionnaire","onTaskMin","offTaskMin","w2.date","w2.totalQuestionnaireMin","w2.finishedQuestionnaire","leafyVeg_Freq","leafyVeg_Ounces","otherVeg_Freq","otherVeg_Ounces","fruit_Freq","fruit_Ounces","wholeGrain_Freq","wholeGrain_Ounces","legumes_Freq","legumes_Ounces","chicken_Freq","chicken_Ounces","turkey_Freq","turkey_Ounces","fish_Freq","fish_Ounces","pork_Freq","pork_Ounces","beef_Freq","beef_Ounces","otherMeat_Freq","otherMeat_Ounces","dairy_Freq","dairy_Ounces","eggs_Freq","eggs_Ounces","refined_Freq","refined_Ounces","beverages_Freq","beverages_Ounces","guessPurpose","guessPurpose2","covid","importHealth","importEnviro","importAnimals","X1_spec","X2_spec","X3_spec","X4_spec","X5_spec","X6_spec","X1_activ","X2_activ","X3_activ","X4_activ","X5_activ","X1_dom","X2_dom","X3_dom","X4_dom","X5_dom","X6_dom","X7_dom","X8_dom","ID","chicken","turkey","fish","pork","beef","otherMeat","dairy","eggs","refined","beverages","leafyVeg","otherVeg","fruit","wholeGrain","legumes","totalMeat","totalAnimProd","mainY","mainYFreqOnly","totalGood","spec","activ","dom","aware","female","young","party2","pDem2","collegeGrad","fuDays","numFoodFreqMissing","treat.pretty"
"173",173,2020-08-26,0,"a.Female",42,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.41402326459184,"Florida",FALSE,"Most Americans get less than the recommended amount of exercise.",1388,TRUE,0.147666666666667,21.8294666666667,2020-09-07,318,TRUE,5.5,5,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,2,5,0,0,2,2,7,3.5,1,2,0,0,"b.protein","a.generalPatterns","c.slightlyLess",5,2,1,7,7,1,7,-2,7,1,1,1,1,1,1,1,-7,-7,1,1,-7,-7,"5dbc46b70338051eb7999760",10,0,0,10,10,0,4,24.5,2,0,27.5,0,0,0,0,30,28.5,58.5,15,27.5,2.17549474423729,-2.19277306333122,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",4.1402326459184,TRUE,12,0,"Control"
"174",174,2020-08-26,0,"a.Female",65,"c.2yr",1,0,0,0,0,0,0,0,0,"Democrat",0.664045910040189,"Vermont",FALSE,"Exercising for even 10 minutes a day can improve health.",1867,TRUE,0.235916666666667,22.4756833333333,2020-09-07,1164,TRUE,2,3.5,5.5,3.5,0,0,14,3.5,1,3.5,2,3.5,0,0,1,3.5,0,0,1,2,0,0,7,3.5,5.5,3.5,3.5,3.5,0,0,"j.dontKnow","","c.slightlyLess",3,3,3,1,1,1,3,-7,1,7,5,7,7,5,2,1,-7,-7,1,1,-7,-7,"5dbd1569f8223b28d73ed6ae",7,0,3.5,0,2,0,24.5,19.25,12.25,0,7,19.25,0,49,3.5,12.5,43.75,56.25,16.5,78.75,-1.50607519965761,1.43808738237555,-1.10287065481974,FALSE,1,FALSE,"c.Democrat",6.64045910040189,TRUE,12,0,"Control"
"175",175,2020-08-26,0,"b.Male",32,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.763790806581066,"Oregon",FALSE,"Most Americans get less than the recommended amount of exercise.",1365,TRUE,21.0174666666667,0.0906333333333333,2020-09-07,704,TRUE,3.5,3.5,5.5,3.5,7,3.5,14,3.5,5.5,3.5,3.5,5,1,2,0,0,2,3.5,2,3.5,0,0,14,3.5,3.5,3.5,3.5,3.5,2,5,"b.protein","a.generalPatterns","b.somewhatLess",3,4,3,3,2,3,3,-4,4,3,3,6,5,4,1,1,-7,-7,2,1,-6,-7,"5dc0ac2c441a2105cbb3bb0f",17.5,2,0,7,7,0,49,12.25,12.25,10,12.25,19.25,24.5,49,19.25,33.5,61.25,94.75,26,124.25,-0.00617633362635618,0.0416025955652547,-1.00531359581735,FALSE,0,FALSE,"c.Democrat",7.63790806581066,TRUE,12,0,"Control"
"176",176,2020-08-26,1,"a.Female",26,"b.HS",1,0,0,0,0,0,0,0,0,"Other/I don't know",0.554009167212334,"Iowa",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1581,TRUE,0.6639,22.3993833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5dc4919727a26736122591c2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,"b.Neutral",5.54009167212334,FALSE,NA,8,"Documentary"
"177",177,2020-08-26,0,"a.Female",21,"b.HS",1,1,0,0,0,0,0,0,0,"Independent",0.398715457605914,"Texas",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1471,TRUE,0.362966666666667,23.09895,2020-09-07,269,TRUE,0,0,1,3.5,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,3.5,0,0,3.5,3.5,5.5,5,"j.dontKnow","","c.slightlyLess",3,2,4,7,2,4,4,-4,5,1,1,6,1,1,1,1,-6,-7,6,6,-5,-4,"5dc592c6aa431440aa755d5b",0,0,0,0,0,0,19.25,0,12.25,27.5,0,3.5,3.5,0,0,0,19.25,19.25,5.5,7,0.94830476293899,-1.49453066992607,0.360485230216162,FALSE,1,TRUE,"b.Neutral",3.98715457605914,FALSE,12,0,"Control"
"178",178,2020-08-26,0,"a.Female",40,"d.4yr",0,0,1,0,0,0,0,0,0,"Democrat",0.672763292200252,"Florida",FALSE,"It is important to teach children good habits in terms of exercise.",1488,TRUE,0.660233333333333,20.5441666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5dc86f795d7c945e6012f737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,"c.Democrat",6.72763292200252,TRUE,NA,8,"Control"
"179",179,2020-08-26,1,"b.Male",57,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.66304914920495,"Massachusetts",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1307,TRUE,0.216716666666667,20.8424166666667,2020-09-08,272,TRUE,7,5,7,3.5,7,3.5,14,3.5,3.5,3.5,3.5,2,0,0,3.5,2,0,0,0,0,0,0,14,2,1,2,0,0,0,0,"j.dontKnow","","d.noChange",5,3,3,4,3,4,4,-5,5,2,2,5,5,4,1,1,-7,-7,1,1,-7,-7,"5dcea4c3bc83380fe65dba2a",7,0,7,0,0,0,28,2,0,0,35,24.5,24.5,49,12.25,14,30,44,22,145.25,0.539241435839556,-0.377342840477835,-1.20042771382214,FALSE,0,FALSE,"c.Democrat",6.6304914920495,TRUE,13,0,"Documentary"
"180",180,2020-08-26,1,"a.Female",52,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.716073089444421,"Maryland",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1733,TRUE,0.131,28.057,2020-09-07,240,TRUE,7,5,14,5,14,5,3.5,3.5,0,0,3.5,3.5,0,0,0,0,0,0,2,3.5,0,0,3.5,3.5,0,0,3.5,3.5,0,0,"j.dontKnow","","d.noChange",4,3,3,7,5,5,5,-6,5,1,1,5,1,1,6,3,-3,-2,6,6,-6,-6,"5dcf402982569a08ddd84086",12.25,0,0,0,7,0,12.25,0,12.25,0,35,70,70,12.25,0,19.25,12.25,31.5,9,187.25,1.35736809003842,-1.6341791486071,1.53116993824489,FALSE,1,FALSE,"a.Republican",7.16073089444421,TRUE,12,0,"Documentary"
"181",181,2020-08-26,0,"a.Female",47,"e.post",1,0,0,0,0,0,0,0,0,"Other/I don't know",0.32601226599878,"Kansas",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1569,TRUE,0.820866666666667,20.7571833333333,2020-09-07,353,TRUE,0,0,2,3.5,3.5,3.5,2,5,0,0,3.5,5,2,3.5,0,0,1,3.5,2,3.5,0,0,5.5,3.5,2,3.5,7,3.5,7,5,"d.vegetables","a.generalPatterns","c.slightlyLess",3,4,5,1,2,1,2,-7,1,6,5,7,7,4,1,1,-7,-7,1,1,-7,-7,"5dd00a19b51b3e103a6f50c8",17.5,7,0,3.5,7,0,19.25,7,24.5,35,0,7,12.25,10,0,35,26.25,61.25,16,29.25,-1.50607519965761,1.15879042501349,-1.20042771382214,FALSE,1,FALSE,"b.Neutral",3.2601226599878,TRUE,12,0,"Control"
"182",182,2020-08-26,0,"a.Female",73,"c.2yr",1,0,0,0,0,0,0,0,0,"Republican",0.402650718471542,"New Jersey",FALSE,"Most Americans get less than the recommended amount of exercise.",1527,TRUE,0.890733333333333,20.7542166666667,2020-09-07,788,TRUE,3.5,3.5,5.5,3.5,5.5,5,2,3.5,2,2,3.5,2,1,3.5,3.5,5,0,0,2,2,0,0,3.5,2,3.5,2,1,2,0,0,"a.totalCal","a.generalPatterns","d.noChange",5,3,4,6,3,1,2,-6,4,6,6,5,5,5,3,1,-7,-6,2,4,-6,-6,"5dd0f134670d1a1a46632755",7,3.5,17.5,0,4,0,7,7,2,0,12.25,19.25,27.5,7,4,32,14,46,17,70,-0.142530775992834,0.879493467651434,-0.322414182800594,FALSE,1,FALSE,"a.Republican",4.02650718471542,TRUE,12,0,"Control"
"183",183,2020-08-26,1,"b.Male",22,"b.HS",0,0,1,0,0,0,0,0,0,"Democrat",0.379440497335702,"Georgia",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1392,TRUE,0.17225,21.908,2020-09-07,703,TRUE,2,3.5,3.5,3.5,7,5,0,0,0,0,3.5,5,0,0,1,3.5,2,3.5,3.5,2,0,0,5.5,5,2,2,7,3.5,2,3.5,"a.totalCal","a.generalPatterns","d.noChange",5,4,3,2,4,4,5,-4,3,4,3,4,4,5,4,3,-4,-7,5,4,-7,-7,"5dd30be7f85b50324f48e95c",17.5,0,3.5,7,7,0,27.5,4,24.5,7,7,12.25,35,0,0,35,31.5,66.5,17.5,54.25,0.402886993473078,-0.0980458831157753,0.262928171213768,FALSE,0,TRUE,"c.Democrat",3.79440497335702,FALSE,12,0,"Documentary"
"184",184,2020-08-26,1,"b.Male",44,"b.HS",0,1,0,0,0,0,0,0,0,"Republican",0.532544244992803,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1765,TRUE,0.622483333333333,27.5502833333333,2020-09-07,593,TRUE,1,3.5,3.5,3.5,0,0,5.5,5,2,3.5,3.5,5,0,0,1,5,1,5,3.5,5,0,0,2,2,2,5,2,5,14,5,"a.totalCal","c.decrease","d.noChange",2,3,1,6,3,4,5,-4,5,1,1,6,4,3,2,1,-6,-6,2,2,-6,-6,"5dd32014b51b3e33ec0d07cc",17.5,0,5,5,17.5,0,4,10,10,70,3.5,12.25,0,27.5,7,45,14,59,13,50.25,1.08465920530547,-0.796288276520925,-0.517528300805381,FALSE,0,FALSE,"a.Republican",5.32544244992803,FALSE,12,0,"Documentary"
"185",185,2020-08-26,0,"a.Female",33,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.681206513581357,"Ohio",FALSE,"Regularly eating seafood is good for you.",1905,TRUE,0.2028,20.5137166666667,2020-09-07,788,TRUE,2,3.5,3.5,3.5,0,0,0,0,0,0,0,0,1,5,0,0,1,5,5.5,5,0,0,7,2,0,0,0,0,0,0,"a.totalCal","a.generalPatterns","d.noChange",4,2,1,3,1,4,1,-5,6,1,1,5,1,1,1,1,-7,-7,1,1,-7,-7,"5dd324424524e7334967690d",0,5,0,5,27.5,0,14,0,0,0,7,12.25,0,0,0,37.5,14,51.5,14.5,19.25,-0.142530775992834,-1.6341791486071,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",6.81206513581357,TRUE,12,0,"Control"
"186",186,2020-08-26,1,"a.Female",32,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.520440092485376,"Indiana",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1254,TRUE,0.1079,20.0727,2020-09-07,264,TRUE,0,0,2,3.5,0,0,7,3.5,0,0,0,0,5.5,3.5,0,0,0,0,0,0,0,0,7,2,0,0,5.5,3.5,0,0,"g.meatAnimProd","a.generalPatterns","d.noChange",4,3,4,3,1,1,2,-5,1,4,5,7,5,4,1,1,-7,-7,1,1,-7,-7,"5dd329e3270f4433de53299a",0,19.25,0,0,0,0,14,0,19.25,0,0,7,0,24.5,0,19.25,14,33.25,12.5,31.5,-1.09701187255818,0.600196510289374,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",5.20440092485376,TRUE,12,0,"Documentary"
"187",187,2020-08-26,0,"b.Male",44,"e.post",1,0,0,0,0,0,0,0,0,"Independent",0.591349742957393,"North Carolina",FALSE,"Most Americans get less than the recommended amount of exercise.",1300,TRUE,0.162166666666667,20.33935,2020-09-09,459,TRUE,0,0,2,5,1,3.5,14,3.5,3.5,5,5.5,5,2,3.5,0,0,2,5,5.5,5,0,0,7,2,2,3.5,3.5,3.5,0,0,"j.dontKnow","","d.noChange",3,4,4,5,2,3,6,-6,3,1,1,5,4,3,2,1,-7,-6,3,4,-6,-7,"5dd36d5259b1b03707103b36",27.5,7,0,10,27.5,0,14,7,12.25,0,0,10,3.5,49,17.5,72,21,93,24,80,0.2665325511066,-0.935936755201955,-0.419971241802988,FALSE,0,FALSE,"b.Neutral",5.91349742957393,TRUE,14,0,"Control"
"188",188,2020-08-26,0,"a.Female",67,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.429990492738419,"Michigan",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1321,TRUE,0.240866666666667,20.3590833333333,2020-09-07,568,TRUE,2,5,5.5,3.5,5.5,3.5,2,2,1,3.5,3.5,5,0,0,0,0,2,5,3.5,5,0,0,7,3.5,2,3.5,3.5,3.5,5.5,5,"j.dontKnow","","d.noChange",2,2,3,6,2,5,5,-3,5,2,1,2,1,1,1,1,-6,-6,4,4,-6,-6,"5dd3d082ed36493b905e87dc",17.5,0,0,10,17.5,0,24.5,7,12.25,27.5,10,19.25,19.25,4,3.5,45,31.5,76.5,18,56,1.22101364767195,-1.91347610596916,-0.2248571237982,FALSE,1,FALSE,"c.Democrat",4.29990492738419,TRUE,12,0,"Control"
"189",189,2020-08-26,0,"b.Male",23,"c.2yr",1,0,0,0,0,0,0,0,0,"Democrat",0.699132241158159,"California",FALSE,"It is important to teach children good habits in terms of exercise.",2405,TRUE,0.292916666666667,25.1172833333333,2020-09-07,512,TRUE,7,3.5,3.5,3.5,2,5,1,3.5,2,3.5,3.5,5,0,0,2,3.5,0,0,2,2,0,0,7,3.5,5.5,2,3.5,2,7,3.5,"j.dontKnow","","d.noChange",3,6,5,4,5,2,4,-7,5,6,6,7,7,6,4,4,-6,-7,3,4,-7,-7,"5dd48444dd9a7447d224cc71",17.5,0,7,0,4,0,24.5,11,7,24.5,24.5,12.25,10,3.5,7,28.5,35.5,64,20,57.25,0.2665325511066,1.57773586105658,-0.0297430057934127,FALSE,0,TRUE,"c.Democrat",6.99132241158159,TRUE,12,0,"Control"
"190",190,2020-08-26,1,"a.Female",44,"b.HS",1,0,0,0,0,1,0,0,0,"Democrat",0.441683014445492,"Oklahoma",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1870,TRUE,29.6472166666667,0.22705,2020-09-07,377,TRUE,3.5,2,2,3.5,1,3.5,0,0,1,2,3.5,3.5,1,2,0,0,1,3.5,2,3.5,0,0,3.5,2,0,0,3.5,3.5,2,3.5,"a.totalCal","a.generalPatterns","c.slightlyLess",3,5,5,6,1,1,1,-7,1,6,6,7,7,6,1,1,-7,-7,1,1,-7,-7,"5dd4a7c9c0823f494b158668",12.25,2,0,3.5,7,0,7,0,12.25,7,7,7,3.5,0,2,24.75,7,31.75,11,19.5,-1.09701187255818,1.57773586105658,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",4.41683014445492,FALSE,12,0,"Documentary"
"191",191,2020-08-26,0,"a.Female",34,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.859495892119603,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",1583,TRUE,1.66661666666667,21.2497166666667,2020-09-07,711,TRUE,2,3.5,2,2,5.5,3.5,3.5,3.5,5.5,2,3.5,5,2,3.5,1,2,1,2,2,2,5.5,5,5.5,5,5.5,5,5.5,3.5,5.5,3.5,"g.meatAnimProd","b.increase","c.slightlyLess",5,5,2,3,5,5,5,-3,6,5,6,3,4,2,6,4,-6,-5,3,5,-4,-2,"5dd6830d57260460919d9715",17.5,7,2,2,4,27.5,27.5,27.5,19.25,19.25,7,4,19.25,12.25,11,60,55,115,26,53.5,1.35736809003842,-0.0980458831157753,1.23849876123771,FALSE,1,FALSE,"c.Democrat",8.59495892119603,TRUE,12,0,"Control"
"192",192,2020-08-26,1,"b.Male",30,"d.4yr",1,0,0,0,0,0,0,0,1,"Independent",0.591753162487545,"Virginia",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1359,TRUE,0.196616666666667,20.8927833333333,2020-09-07,339,TRUE,14,3.5,14,5,0,0,14,5,0,0,14,3.5,0,0,0,0,0,0,0,0,0,0,14,2,2,2,0,0,0,0,"a.totalCal","a.generalPatterns","d.noChange",4,2,2,6,4,4,5,-6,5,3,3,4,2,4,1,1,-7,-7,7,5,-1,-7,"5dd6d2d11228d9667276c3b7",49,0,0,0,0,0,28,4,0,0,49,70,0,70,0,49,32,81,30,189,0.94830476293899,-0.656639797839895,0.360485230216162,FALSE,0,FALSE,"b.Neutral",5.91753162487545,TRUE,12,0,"Documentary"
"193",193,2020-08-26,0,"a.Female",54,"e.post",1,0,0,0,0,0,0,0,0,"Independent",0.566689186938139,"Missouri",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1551,TRUE,0.2135,21.2050333333333,2020-09-07,447,TRUE,7,5,5.5,3.5,14,3.5,5.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,5.5,3.5,2,3.5,2,3.5,0,0,"j.dontKnow","","c.slightlyLess",5,6,6,2,1,3,5,-7,1,5,2,7,7,6,3,1,-2,-7,6,2,-7,-7,"5dd72d2883e3096d755c0f14",0,0,0,0,0,0,19.25,7,7,0,35,19.25,49,19.25,12.25,0,26.25,26.25,7.5,134.75,-0.824302987825224,0.879493467651434,0.067814053208981,FALSE,1,FALSE,"b.Neutral",5.66689186938139,TRUE,12,0,"Control"
"194",194,2020-08-26,0,"b.Male",35,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.832967578157535,"Pennsylvania",FALSE,"Exercising for even 10 minutes a day can improve health.",3293,TRUE,11.8664833333333,37.8722333333333,2020-09-07,1798,TRUE,5.5,3.5,5.5,3.5,7,3.5,3.5,3.5,2,2,2,3.5,2,3.5,2,3.5,1,3.5,1,3.5,2,3.5,3.5,3.5,5.5,3.5,2,3.5,3.5,3.5,"a.totalCal","a.generalPatterns","d.noChange",4,4,4,4,3,2,2,-2,3,3,4,4,5,5,4,2,-4,-6,4,5,-4,-6,"5dd733ca946f7c6e031bb8a3",7,7,7,3.5,3.5,7,12.25,19.25,7,12.25,19.25,19.25,24.5,12.25,4,35,31.5,66.5,19,79.25,0.130178108740122,0.0416025955652547,0.653156407223343,FALSE,0,FALSE,"a.Republican",8.32967578157535,TRUE,12,0,"Control"
"195",195,2020-08-26,1,"b.Male",30,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.282608695652174,"Washington",FALSE,"Most Americans get less than the recommended amount of exercise.,Exercising for even 10 minutes a day can improve health.",1538,TRUE,0.2354,21.2075,2020-09-09,871,TRUE,1,2,1,2,1,2,1,2,1,2,2,3.5,0,0,1,2,0,0,1,2,1,2,1,2,1,2,1,2,1,2,"c.fat","a.generalPatterns","d.noChange",4,6,6,4,3,3,3,-2,2,3,5,5,4,3,4,5,-5,-7,4,2,-5,-5,"5dd7e934929d5d786319ee89",7,0,2,0,2,2,2,2,2,2,2,2,2,2,2,13,4,17,7,10,0.2665325511066,-0.0980458831157753,0.458042289218556,FALSE,0,FALSE,"c.Democrat",2.82608695652174,TRUE,14,0,"Documentary"
"196",196,2020-08-26,1,"a.Female",71,"c.2yr",1,0,0,0,0,0,0,0,0,"Independent",0.617059084851177,"Rhode Island",FALSE,"Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",2021,TRUE,19.6456166666667,0.4837,2020-09-07,659,TRUE,5.5,5,5.5,5,5.5,5,3.5,5,3.5,5,2,5,1,5,2,5,0,0,1,5,0,0,5.5,5,2,5,0,0,0,0,"b.protein","a.generalPatterns","d.noChange",5,1,3,2,4,1,1,-4,4,1,1,4,4,4,1,1,-7,-7,4,4,-4,-4,"5dd818e480123f7c8bc2e758",10,5,10,0,5,0,27.5,10,0,0,27.5,27.5,27.5,17.5,17.5,30,37.5,67.5,13.5,117.5,-0.41523966072579,-0.935936755201955,-0.0297430057934127,FALSE,1,FALSE,"b.Neutral",6.17059084851177,TRUE,12,0,"Documentary"
"197",197,2020-08-26,1,"b.Male",54,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.552958209772901,"Texas",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1373,TRUE,0.553283333333333,20.8410666666667,2020-09-07,387,TRUE,3.5,3.5,3.5,3.5,3.5,3.5,2,3.5,2,3.5,2,3.5,0,0,0,0,1,3.5,3.5,3.5,0,0,5.5,3.5,3.5,2,0,0,0,0,"b.protein","a.generalPatterns","d.noChange",3,2,3,6,6,6,6,-4,4,4,2,4,4,2,4,4,-4,-4,6,4,-4,-4,"5dd86784dcec8782b85cb5bb",7,0,0,3.5,12.25,0,19.25,7,0,0,12.25,12.25,12.25,7,7,22.75,26.25,49,15.5,50.75,1.76643141713786,-0.656639797839895,1.3360558202401,FALSE,0,FALSE,"b.Neutral",5.52958209772901,TRUE,12,0,"Documentary"
"198",198,2020-08-26,0,"a.Female",73,"c.2yr",1,0,0,0,0,0,0,0,0,"Independent",0.579389452151684,"Pennsylvania",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1364,TRUE,6.96158333333333,14.0156833333333,2020-09-07,367,TRUE,1,2,3.5,2,2,2,1,3.5,0,0,3.5,3.5,0,0,0,0,1,3.5,3.5,2,0,0,5.5,3.5,2,2,5.5,2,1,3.5,"a.totalCal","a.generalPatterns","d.noChange",3,2,3,1,1,2,4,-5,4,1,1,6,4,4,1,1,-6,-7,5,4,-5,-5,"5dda993086c886a06ce9108d",12.25,0,0,3.5,7,0,19.25,4,11,3.5,2,7,4,3.5,0,22.75,23.25,46,15.5,16.5,-0.551594103092268,-0.656639797839895,-0.0297430057934127,FALSE,1,FALSE,"b.Neutral",5.79389452151684,TRUE,12,0,"Control"
"199",199,2020-08-26,1,"a.Female",33,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.549233744142361,"North Carolina",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1546,TRUE,0.612433333333333,22.8158833333333,2020-09-08,960,TRUE,1,2,5.5,3.5,3.5,3.5,7,3.5,1,3.5,3.5,3.5,1,2,0,0,2,3.5,2,3.5,0,0,7,5,3.5,3.5,0,0,7,5,"a.totalCal","a.generalPatterns","c.slightlyLess",3,2,3,2,3,2,2,-6,2,4,4,6,6,6,3,2,-6,-7,2,2,-6,-6,"5ddd37e3317259000b1e6083",12.25,2,0,7,7,0,35,12.25,0,35,2,19.25,12.25,24.5,3.5,28.25,47.25,75.5,19,61.5,-0.824302987825224,0.739844988970404,-0.419971241802988,FALSE,1,FALSE,"b.Neutral",5.49233744142361,TRUE,13,0,"Documentary"
"200",200,2020-08-26,1,"c.Other",21,"b.HS",1,0,0,0,0,0,0,0,0,"Other/I don't know",0.321061036887002,"Washington",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1519,TRUE,11.9290666666667,12.2152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5de1ad5893203f20edce19d3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"b.Neutral",3.21061036887002,FALSE,NA,8,"Documentary"
"201",201,2020-08-26,0,"a.Female",27,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.451288122929199,"Arizona",FALSE,"Most Americans get less than the recommended amount of exercise.",1345,TRUE,0.18475,20.9974333333333,2020-09-07,276,TRUE,2,5,2,5,2,5,0,0,2,5,3.5,5,0,0,0,0,0,0,3.5,3.5,0,0,3.5,3.5,2,3.5,7,3.5,2,5,"a.totalCal","a.generalPatterns","d.noChange",3,3,4,1,1,1,1,-1,1,5,4,7,7,7,1,1,-7,-7,1,1,-7,-7,"5de30ab87292b632fe85729d",17.5,0,0,0,12.25,0,12.25,7,24.5,10,10,10,10,0,10,29.75,19.25,49,12.5,40,-0.960657430191702,1.29843890369452,-1.20042771382214,FALSE,1,FALSE,"c.Democrat",4.51288122929199,FALSE,12,0,"Control"
"202",202,2020-08-26,1,"b.Male",33,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.564188419603674,"Connecticut",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1338,TRUE,0.125716666666667,21.1322333333333,2020-09-07,752,TRUE,0,0,2,3.5,0,0,7,3.5,3.5,3.5,0,0,0,0,1,3.5,3.5,3.5,1,3.5,0,0,14,5,0,0,7,3.5,7,3.5,"c.fat","a.generalPatterns","d.noChange",3,2,3,3,2,1,1,-3,2,3,2,4,4,3,1,1,-7,-7,4,4,-6,-5,"5de33ff0cc246f3633dc01d2",0,0,3.5,12.25,3.5,0,70,0,24.5,24.5,0,7,0,24.5,12.25,19.25,70,89.25,19.5,43.75,-0.687948545458746,-0.656639797839895,-0.322414182800594,FALSE,0,FALSE,"b.Neutral",5.64188419603674,TRUE,12,0,"Documentary"
"203",203,2020-08-26,1,"b.Male",57,"e.post",0,0,1,0,0,0,0,0,0,"Republican",0.533922909430428,"Michigan",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1377,TRUE,0.25105,21.01835,2020-09-07,670,TRUE,14,3.5,7,2,7,3.5,3.5,2,5.5,3.5,7,3.5,2,3.5,5.5,3.5,1,3.5,1,3.5,1,3.5,1,3.5,1,2,1,3.5,7,3.5,"g.meatAnimProd","c.decrease","c.slightlyLess",6,5,5,5,5,3,5,-4,3,4,5,5,5,5,2,5,-7,-7,2,2,-6,-6,"5de7c6d448241d73d36ceaef",24.5,7,19.25,3.5,3.5,3.5,3.5,2,3.5,24.5,49,14,24.5,7,19.25,61.25,5.5,66.75,19.5,113.75,0.811950320572512,0.460548031608344,-0.322414182800594,TRUE,0,FALSE,"a.Republican",5.33922909430428,TRUE,12,0,"Documentary"
